county,zip,res_ratio,bus_ratio,oth_ratio,tot_ratio
01027,35160,0.048058561,0.002923977,0.004201681,0.045472716
01027,35072,0.098238914,0.035087719,0.000000000,0.093743754
01027,35082,0.000000000,0.002923977,0.000000000,0.000099940
01027,36258,0.077127095,0.122807018,0.008403361,0.077053768
01029,36261,0.000000000,0.001776199,0.000000000,0.000112638
01029,36272,0.025959781,0.007104796,0.000000000,0.024442442
01029,36207,0.003412553,0.000000000,0.000000000,0.003153863
01029,36264,0.552589884,0.671403197,0.736363636,0.562401442
01029,36262,0.099085923,0.072824156,0.054545455,0.096868664
01029,36273,0.181230957,0.186500888,0.100000000,0.180558684
01029,36269,0.090310786,0.023090586,0.063636364,0.085717504
01029,36268,0.000121877,0.000000000,0.000000000,0.000112638
01029,36258,0.047288239,0.037300178,0.045454545,0.046632124
01031,36346,0.030323400,0.009345794,0.003436426,0.028271186
01031,36009,0.002128613,0.000467290,0.001718213,0.002000000
01031,36330,0.624131750,0.746261682,0.771477663,0.635898305
01031,36477,0.006311151,0.004205607,0.001718213,0.006067797
01031,36453,0.024572410,0.014018692,0.003436426,0.023389831
01031,36318,0.007170065,0.000467290,0.000000000,0.006542373
01031,36010,0.015273732,0.005140187,0.000000000,0.014237288
01031,36034,0.007170065,0.000467290,0.008591065,0.006711864
01031,36322,0.002091269,0.000467290,0.000000000,0.001932203
01031,36351,0.078422586,0.058878505,0.003436426,0.075525424
01031,36323,0.164388677,0.148598131,0.206185567,0.164067797
01031,36316,0.017589066,0.008878505,0.000000000,0.016610169
01031,36360,0.000373441,0.000000000,0.000000000,0.000338983
01031,36079,0.008738517,0.002803738,0.000000000,0.008135593
01031,36311,0.004257226,0.000000000,0.000000000,0.003864407
01031,36467,0.007058033,0.000000000,0.000000000,0.006406780
01033,35582,0.000032308,0.000000000,0.000000000,0.000028301
01033,35654,0.017866374,0.014114114,0.005698006,0.017150134
01033,35646,0.074405531,0.034534535,0.027540361,0.069251450
01033,35661,0.300562161,0.357057057,0.313390313,0.306268572
01033,35672,0.002778496,0.000600601,0.000000000,0.002490449
01033,35653,0.006720083,0.000600601,0.002849003,0.006028018
01033,35674,0.341625743,0.326426426,0.433048433,0.342917787
01033,35660,0.178276040,0.230630631,0.209876543,0.184151691
01033,35616,0.077733264,0.036036036,0.007597341,0.071713598
01035,36454,0.006008483,0.004166667,0.011494253,0.005917160
01035,36426,0.012016965,0.008333333,0.000000000,0.011619150
01035,36502,0.005655042,0.001388889,0.000000000,0.005271651
01035,36401,0.574575872,0.861111111,0.896551724,0.599784831
01035,36456,0.031573987,0.008333333,0.000000000,0.029478214
01035,36473,0.013666352,0.001388889,0.022988506,0.012802582
01035,36474,0.008482564,0.001388889,0.000000000,0.007853685
01035,36471,0.006244109,0.000000000,0.000000000,0.005701990
01035,36768,0.000117813,0.000000000,0.000000000,0.000107585
01035,36033,0.010956645,0.002777778,0.000000000,0.010220549
01035,36330,0.000706880,0.000000000,0.000000000,0.000645508
01035,36432,0.227733270,0.072222222,0.045977011,0.213986014
01035,36421,0.013195099,0.004166667,0.000000000,0.012372243
01035,36460,0.003652215,0.012500000,0.000000000,0.004303389
01035,36475,0.085414703,0.022222222,0.022988506,0.079935449
01037,35183,0.082792960,0.090566038,0.028571429,0.082811101
01037,36080,0.001736915,0.000000000,0.000000000,0.001678603
01037,36026,0.095530338,0.079245283,0.171428571,0.095344673
01037,35072,0.168596572,0.211320755,0.285714286,0.170322292
01037,35136,0.121120889,0.169811321,0.142857143,0.122649955
01037,35150,0.015053265,0.033962264,0.000000000,0.015555058
01037,35046,0.016674386,0.018867925,0.000000000,0.016674127
01037,35089,0.138142659,0.184905660,0.200000000,0.139771710
01037,35151,0.198703103,0.147169811,0.000000000,0.196396598
01037,35010,0.161648912,0.064150943,0.171428571,0.158795882
01039,36401,0.000130389,0.000000000,0.000000000,0.000116099
01039,36028,0.028468359,0.006759443,0.000000000,0.026006192
01039,36467,0.233614395,0.227833002,0.261829653,0.233397833
01039,36483,0.008866481,0.002783300,0.000000000,0.008165635
01039,36477,0.000260779,0.000397614,0.000000000,0.000270898
01039,36038,0.000000000,0.000000000,0.006309148,0.000077399
01039,36476,0.000000000,0.000397614,0.000000000,0.000038700
01039,36474,0.068802156,0.015904573,0.003154574,0.062848297
01039,36420,0.302329624,0.506560636,0.334384858,0.322600619
01039,36453,0.000999652,0.000397614,0.000000000,0.000928793
01039,36456,0.004128999,0.001590457,0.000000000,0.003831269
01039,36442,0.125999652,0.136779324,0.252365931,0.128599071
01039,36421,0.226399513,0.100198807,0.141955836,0.213080495
01039,36455,0.000000000,0.000397614,0.000000000,0.000038700
01041,36032,0.000115594,0.000000000,0.000000000,0.000105820
01041,36049,0.402034447,0.733944954,0.668965517,0.429100529
01041,36323,0.002311871,0.006116208,0.006896552,0.002645503
01041,36037,0.002889839,0.003058104,0.000000000,0.002857143
01041,36046,0.064616807,0.019877676,0.000000000,0.060529101
01041,36036,0.052017108,0.025993884,0.000000000,0.049417989
01041,36042,0.060571032,0.010703364,0.013793103,0.056402116
01041,36035,0.026355335,0.009174312,0.013793103,0.024973545
01041,36028,0.072477170,0.032110092,0.041379310,0.069206349
01041,36071,0.050861172,0.027522936,0.055172414,0.049312169
01041,36467,0.000693561,0.000000000,0.000000000,0.000634921
01041,36009,0.154895388,0.059633028,0.172413793,0.148571429
01041,36041,0.103456248,0.068807339,0.020689655,0.099788360
01041,36034,0.006704427,0.003058104,0.006896552,0.006455026
01043,35055,0.225003285,0.461322441,0.476744186,0.247254602
01043,35619,0.000284676,0.000000000,0.000000000,0.000258157
01043,35621,0.001839443,0.000510595,0.000000000,0.001707806
01043,35540,0.001401480,0.000255297,0.000000000,0.001290784
01043,35056,0.032409232,0.134286444,0.001291990,0.039855432
01043,35098,0.015000219,0.002808272,0.002583979,0.013861032
01043,35016,0.023321508,0.010211897,0.012919897,0.022141907
01043,35070,0.000000000,0.000255297,0.000000000,0.000019858
01043,35053,0.046730609,0.009701302,0.019379845,0.043429910
01043,35179,0.102986905,0.041358182,0.074935401,0.097761979
01043,35077,0.151118994,0.106969620,0.157622739,0.147784816
01043,35083,0.034423860,0.012764871,0.007751938,0.032329170
01043,35087,0.011693601,0.003063569,0.009043928,0.010981591
01043,35541,0.000240879,0.000000000,0.000000000,0.000218440
01043,35057,0.154732186,0.079142201,0.107235142,0.148122406
01043,35019,0.020825122,0.011998979,0.011627907,0.019997220
01043,35622,0.016401699,0.001531785,0.009043928,0.015131958
01043,35033,0.043577279,0.010722492,0.007751938,0.040471037
01043,35670,0.000021898,0.000000000,0.000000000,0.000019858
01043,35976,0.000218981,0.000000000,0.000000000,0.000198582
01043,35058,0.117768143,0.113096758,0.102067183,0.117163453
01045,36303,0.020746158,0.043710539,0.071672355,0.023227384
01045,36360,0.383135835,0.460417678,0.474402730,0.389975550
01045,36350,0.105207637,0.040796503,0.151877133,0.101820872
01045,36374,0.020675832,0.011656144,0.000000000,0.019688586
01045,36362,0.099792538,0.008256435,0.027303754,0.092362630
01045,36330,0.065227329,0.029140359,0.051194539,0.062572385
01045,36322,0.167516439,0.254006799,0.203071672,0.173915841
01045,36361,0.056893702,0.122389509,0.003412969,0.060223909
01045,36345,0.005379936,0.001942691,0.000000000,0.005050830
01045,36353,0.009669820,0.003885381,0.000000000,0.009104362
01045,36317,0.000527445,0.000485673,0.000000000,0.000514734
01045,36371,0.000000000,0.000485673,0.000000000,0.000032171
01045,36311,0.034952003,0.014084507,0.010238908,0.033103848
01045,36010,0.000562608,0.000000000,0.003412969,0.000579076
01045,36352,0.029712718,0.008742108,0.003412969,0.027827821
01047,36767,0.038588663,0.006808897,0.015743440,0.034705924
01047,36775,0.019459593,0.007262823,0.002915452,0.017495199
01047,36785,0.006899686,0.002723559,0.000000000,0.006151767
01047,36759,0.040530491,0.013617794,0.001749271,0.036057179
01047,36703,0.288629979,0.346799818,0.331778426,0.295818221
01047,36773,0.008552305,0.001815706,0.002332362,0.007645260
01047,36758,0.017104611,0.006354970,0.000583090,0.015254961
01047,36701,0.553420922,0.599636859,0.636734694,0.562122182
01047,36749,0.010824657,0.003177485,0.006413994,0.009956618
01047,36761,0.015989093,0.011802088,0.001749271,0.014792689
01049,35959,0.000801858,0.000000000,0.000000000,0.000736545
01049,35984,0.030525908,0.014902560,0.010169492,0.029182435
01049,35956,0.000027650,0.000000000,0.000000000,0.000025398
01049,35988,0.025078803,0.010317157,0.028813559,0.024153608
01049,35989,0.045595311,0.011463508,0.010169492,0.042795825
01049,35974,0.023253885,0.024837600,0.005084746,0.023086887
01049,35961,0.055549411,0.020252197,0.037288136,0.052929673
01049,35967,0.217027042,0.432174245,0.479661017,0.235262744
01049,35986,0.108582647,0.099732518,0.100000000,0.107865796
01049,35954,0.001631366,0.000382117,0.000000000,0.001523887
01049,35983,0.000580656,0.000000000,0.000000000,0.000533360
01049,35963,0.023834541,0.002674818,0.013559322,0.022274147
01049,35981,0.032654980,0.024455483,0.055932203,0.032458792
01049,35765,0.003400984,0.000000000,0.003389831,0.003174764
01049,35771,0.002322623,0.000000000,0.003389831,0.002184238
01049,35968,0.102444285,0.204814673,0.074576271,0.108830925
01049,35971,0.064535752,0.034390524,0.064406780,0.062530160
01049,35979,0.012027871,0.004585403,0.000000000,0.011352958
01049,35951,0.028949842,0.005349637,0.003389831,0.026998197
01049,35957,0.026599569,0.005349637,0.006779661,0.024890153
01049,35962,0.088923298,0.037829576,0.061016949,0.085109085
01049,35975,0.014350495,0.001910585,0.000000000,0.013308613
01049,35978,0.071448322,0.052732136,0.032203390,0.069616234
01049,35966,0.019852901,0.011845625,0.010169492,0.019175577
01051,35010,0.009746918,0.002204030,0.032989691,0.009465750
01051,36092,0.259668508,0.366813602,0.311340206,0.267767679
01051,36093,0.120316534,0.062657431,0.024742268,0.115229439
01051,36025,0.043354484,0.037153652,0.037113402,0.042850809
01051,36054,0.196048156,0.236146096,0.084536082,0.197672356
01051,36080,0.034934498,0.010075567,0.134020619,0.034249612
01051,36024,0.087360371,0.060768262,0.043298969,0.085014409
01051,36066,0.023691766,0.064546599,0.200000000,0.028463755
01051,36078,0.106974837,0.125314861,0.088659794,0.108069164
01051,35136,0.000048252,0.000000000,0.000000000,0.000044336
01051,36020,0.012376656,0.005352645,0.012371134,0.011882066
01051,36051,0.004583947,0.001259446,0.000000000,0.004300599
01051,36067,0.000000000,0.000629723,0.000000000,0.000044336
01051,36022,0.094381047,0.025503778,0.028865979,0.088827311
01051,36026,0.006514029,0.001574307,0.002061856,0.006118377
01053,36420,0.003330642,0.002177463,0.000000000,0.003171583
01053,36483,0.007620105,0.005988024,0.002392344,0.007385257
01053,36503,0.000000000,0.002721829,0.000000000,0.000226542
01053,36441,0.099969721,0.056069679,0.081339713,0.095963028
01053,36502,0.427533306,0.470876429,0.459330144,0.431743011
01053,36562,0.004844570,0.000544366,0.011961722,0.004621449
01053,36543,0.000000000,0.000544366,0.000000000,0.000045308
01053,36475,0.000151393,0.000000000,0.000000000,0.000135925
01053,36426,0.442874445,0.454545455,0.444976077,0.443885642
01053,36432,0.013675818,0.006532390,0.000000000,0.012822255
01055,35954,0.119976861,0.110921502,0.095098039,0.118789866
01055,35952,0.040908187,0.008911642,0.005882353,0.037589470
01055,36271,0.000072308,0.000000000,0.000000000,0.000064921
01055,35905,0.053110143,0.029768677,0.045098039,0.050979501
01055,35961,0.004609628,0.000758438,0.000000000,0.004203658
01055,35972,0.008496177,0.002275313,0.000000000,0.007823024
01055,35957,0.000632694,0.000000000,0.000000000,0.000568062
01055,35121,0.000271155,0.000000000,0.000000000,0.000243455
01055,35907,0.071566731,0.023511566,0.046078431,0.067031308
01055,35901,0.189392433,0.307925673,0.406862745,0.203138948
01055,35990,0.000018077,0.000189609,0.000000000,0.000032461
01055,35904,0.133173051,0.106560485,0.116666667,0.130621784
01055,35903,0.169616226,0.147516117,0.110784314,0.166750523
01055,35906,0.095121025,0.129692833,0.156862745,0.099102462
01055,35902,0.023463909,0.094425484,0.001960784,0.029182153
01055,36272,0.010665413,0.003602579,0.000000000,0.009884278
01055,35956,0.078905982,0.033940083,0.014705882,0.073994125
01057,35555,0.561824856,0.823129252,0.922222222,0.586411483
01057,35563,0.006397483,0.000000000,0.000000000,0.005837321
01057,35549,0.019087572,0.000000000,0.000000000,0.017416268
01057,35546,0.160671211,0.107482993,0.055555556,0.155119617
01057,35579,0.000104877,0.000000000,0.000000000,0.000095694
01057,35554,0.036287362,0.010884354,0.011111111,0.034066986
01057,35545,0.000000000,0.001360544,0.000000000,0.000095694
01057,35542,0.077503933,0.017687075,0.000000000,0.071961722
01057,35574,0.013633980,0.002721088,0.000000000,0.012631579
01057,35594,0.124488726,0.035374150,0.011111111,0.116267943
01057,35559,0.000000000,0.001360544,0.000000000,0.000095694
01059,35581,0.167920283,0.090826521,0.249122807,0.164276017
01059,35585,0.050208936,0.034514078,0.000000000,0.048344254
01059,35565,0.012086146,0.004541326,0.017543860,0.011687622
01059,35582,0.133076181,0.117166213,0.094736842,0.131397202
01059,35564,0.005207329,0.000908265,0.000000000,0.004840328
01059,35616,0.000064288,0.000000000,0.000000000,0.000059028
01059,35571,0.027772420,0.017257039,0.007017544,0.026739862
01059,35674,0.002057216,0.000000000,0.000000000,0.001888909
01059,35653,0.316554163,0.584922797,0.403508772,0.335458355
01059,35593,0.054259081,0.019981835,0.017543860,0.051413730
01059,35654,0.230601093,0.129881926,0.210526316,0.223717608
01059,35651,0.000192864,0.000000000,0.000000000,0.000177085
01061,36467,0.000068023,0.000000000,0.000000000,0.000063024
01061,36318,0.029113666,0.003759398,0.000000000,0.027226319
01061,36349,0.000000000,0.000939850,0.000000000,0.000063024
01061,36314,0.025712537,0.013157895,0.058823529,0.025083507
01061,36477,0.191755663,0.288533835,0.088235294,0.197579883
01061,36352,0.003197061,0.000000000,0.000000000,0.002962123
01061,36316,0.038296715,0.012218045,0.000000000,0.036301758
01061,36313,0.000000000,0.000939850,0.000000000,0.000063024
01061,36442,0.000476158,0.000000000,0.000000000,0.000441167
01061,36301,0.006870281,0.000939850,0.000000000,0.006428436
01061,36340,0.203931705,0.327067669,0.431372549,0.213650974
01061,36305,0.027481124,0.007518797,0.019607843,0.026091889
01061,36322,0.003129039,0.000939850,0.000000000,0.002962123
01061,36375,0.219304809,0.119360902,0.166666667,0.212264448
01061,36453,0.033807224,0.012218045,0.000000000,0.032142182
01061,36344,0.216855996,0.212406015,0.235294118,0.216676120
01063,35448,0.000000000,0.003344482,0.000000000,0.000175654
01063,35462,0.513886300,0.785953177,0.931034483,0.530300369
01063,35491,0.000000000,0.003344482,0.000000000,0.000175654
01063,35463,0.004846226,0.000000000,0.000000000,0.004567012
01063,36740,0.226467847,0.083612040,0.000000000,0.217811347
01063,35443,0.208387698,0.086956522,0.068965517,0.201299842
01063,35464,0.005591799,0.003344482,0.000000000,0.005445284
01063,35469,0.026281454,0.030100334,0.000000000,0.026348147
01063,35480,0.014538677,0.003344482,0.000000000,0.013876691
01065,36742,0.029374786,0.027600849,0.002444988,0.028144148
01065,35474,0.251914505,0.157112527,0.058679707,0.239069478
01065,36776,0.103783290,0.029723992,0.000000000,0.095752415
01065,36756,0.003200366,0.002123142,0.000000000,0.003011735
01065,35441,0.084238199,0.038216561,0.004889976,0.078616679
01065,36744,0.450794377,0.717622081,0.914425428,0.483539308
01065,36765,0.061149846,0.023354565,0.009779951,0.057119119
01065,36738,0.013715853,0.004246285,0.009779951,0.013085471
01065,36786,0.001828780,0.000000000,0.000000000,0.001661647
01067,36319,0.050485624,0.017369727,0.000000000,0.047338837
01067,36310,0.455813059,0.531017370,0.828729282,0.467064816
01067,36345,0.345033176,0.392059553,0.143646409,0.345160724
01067,36317,0.024136936,0.008684864,0.011049724,0.022835061
01067,36353,0.081930955,0.032258065,0.011049724,0.077287897
01067,36350,0.009039331,0.003722084,0.000000000,0.008519234
01067,36373,0.031733821,0.014888337,0.005524862,0.030124715
01067,36303,0.001827099,0.000000000,0.000000000,0.001668716
01069,36376,0.021819038,0.003430041,0.007395668,0.019386434
01069,36319,0.013580314,0.004859225,0.008980454,0.012492787
01069,36375,0.012294711,0.004001715,0.005282620,0.011182682
01069,36350,0.006319373,0.000714592,0.000000000,0.005521157
01069,36345,0.007695511,0.001857939,0.002113048,0.006893648
01069,36343,0.016042878,0.004001715,0.001056524,0.014286383
01069,36352,0.028971336,0.012576819,0.006867406,0.026529626
01069,36312,0.055244717,0.011576390,0.057580560,0.050548217
01069,36320,0.034530212,0.011147635,0.013206550,0.031348940
01069,36370,0.008637080,0.000571674,0.000000000,0.007501911
01069,36302,0.030166404,0.117907675,0.000528262,0.038866447
01069,36303,0.272674598,0.391024725,0.369783413,0.288457039
01069,36305,0.136961993,0.110761755,0.146328579,0.134379338
01069,36321,0.014829703,0.004716307,0.011093502,0.013615734
