business_id,name,address,city,state,postal_code,latitude,longitude,phone_number
4068010754,"HOLIDAY INN EXPRESS","202 CARDINAL DR","HILLSBOROUGH",NC,27278,,,+19196447997
4068010755,"I LOVE NY PIZZA","106 W FRANKLIN ST","CHAPEL HILL",NC,27516,,,+19199684224
4068010756,"NEALS DELI","100 E MAIN ST UNIT C","CARRBORO",NC,27510,,,+19199672185
4068010757,"MISSYS GRILL","321 MT. WILLING RD","EFLAND",NC,27243,,,+19197327721
4068010759,"WEAVER STREET MARKET COOP","228 S CHURTON ST","HILLSBOROUGH",NC,27278,,,+19192455050
4068010760,"BUNS","107 N COLUMBIA ST","CHAPEL HILL",NC,27514,,,
4068010770,"CHINA FUJI","615 HAMPTON POINT BLVD SUIT108","HILLSBOROUGH",NC,27278,,,+19197323588
4068010771,"CAROLINA CROSSROADS","211 PITTSBORO ST","CHAPEL HILL",NC,27516,,,+19199332001
4068010773,"MINT","504 W FRANKLIN ST","CHAPEL HILL",NC,27516,,,+19199296188
4068010775,"SUBWAY 43336","400 MARKET ST UNIT100","CHAPEL HILL",NC,27516,,,+19199295504
4068010777,"STARBUCKS","1800 E FRANKLIN ST UNIT B","CHAPEL HILL",NC,27514,,,+19199292613
4068010779,"COUNTRY FRESH GRILL","1414 US HWY 70 E","HILLSBOROUGH",NC,27278,,,+19197328372
4068010790,"PASSMORE  CENTER","103 MEADOWLANDS DR","HILLSBOROUGH",NC,27278,,,+19192452016
4068010793,"SUBWAY","1216  RALEIGH RD UNIT A","CHAPEL HILL",NC,27517,,,+19199684233
4068010797,"ORANGE COUNTY SPORTSPLEX SNACKPLEX","101 MEADOWLANDS DR","HILLSBOROUGH",NC,27278,,,+19196440339
4068010798,"BIG BOBS CITY GRILL","584 CORNELIUS ST","HILLSBOROUGH",NC,27278,,,+19197322953
4068010799,"MCDONALDS 2522","409 W FRANKLIN ST","CHAPEL HILL",NC,27514,,,+19197953629
4068010808,"FREEDOM HOUSE RECOVERY KITCHEN","102 NEW STATESIDE DR","CHAPEL HILL",NC,27516,,,+19199422803
4068010810,"ZHANG GARDEN","117 N SCOTSWOOD BLVD UNIT D","HILLSBOROUGH",NC,27278,,,+19196430000
4068010812,"BAR @ THE FRANKLIN","311 W FRANKLIN ST","CHAPEL HILL",NC,27516,,,+19198244194
4068010814,"TWISTED NOODLES","1800 E FRANKLIN ST UNIT 20B","CHAPEL HILL",NC,27514,,,+19199339933
4068010815,"SOCCER.COM CENTER","4701 WEST TEN RD","EFLAND",NC,27243,,,+19193041177
4068010818,"FOUR CORNERS","175 E FRANKLIN ST","CHAPEL HILL",NC,27514,,,+19195378230
4068010819,"JERSEY MIKES SUBS","245 A SOUTH ELLIOTT ROAD","CHAPEL HILL",NC,27514,,,+12522921112
4068010821,"IL PALIO SIENA HOTEL","1505 E FRANKLIN ST","CHAPEL HILL",NC,27514,,,
4068010826,"JACKS COUNTRY RESTAURANT","121 REBECCA DR","HILLSBOROUGH",NC,27278,,,+19197327022
4068010827,"KITCHEN AT MIDTOWN MARKET","764 MLK JR BLVD","CHAPEL HILL",NC,27514,,,+16102168771
4068010829,"WAFFLE HOUSE 721","110 DANIEL BOONE ST","HILLSBOROUGH",NC,27278,,,+17703267022
4068010831,"RAAGA","3140 ENVIRON WY","CHAPEL HILL",NC,27517,,,+19192407490
4068010832,"THE PIG","630 WEAVER DAIRY RD UNIT 101","CHAPEL HILL",NC,27514,,,+19196362005
4068010833,"VIMALAS CURRY BLOSSOM CAFE","431 W FRANKLIN ST SUITE 16","CHAPEL HILL",NC,27516,,,+19199293833
4068010842,"CARIBOU COFFEE COMPANY STORE 308","1408 E FRANKLIN ST","CHAPEL HILL",NC,27516,,,+19199683735
4068010852,"GOURMET KINGDOM","301 E MAIN ST","CARRBORO",NC,27510,,,+19199327222
4068010859,"PUEBLO VIEJO MEXICAN RESTAURANT","107 JAMES J FREELAND MEM DR","HILLSBOROUGH",NC,27278,,,+19197323480
4068010863,"ANTONIAS","101 N CHURTON ST","HILLSBOROUGH",NC,27278,,,+19196437722
4068010864,"HILLSBOROUGH BBQ COMPANY","236 S NASH ST","HILLSBOROUGH",NC,27278,,,+19197325647
4068010866,"RED BOWL ASIAN BISTRO","201 SOUTH ESTES DR","CHAPEL HILL",NC,27514,,,+19197187888
4068010868,"CHESTNUT RIDGE CAMP RETREAT CTR","4300 CAMP CHESTNUT RIDGE RD","EFLAND",NC,27243,,,+19193382820
4068010872,"TOKYO EXPRESS","145 MAYO ST","HILLSBOROUGH",NC,27278,,,+19192450809
4068010881,"AMERICAN HERO RESTAURANT","640 N CHURTON ST","HILLSBOROUGH",NC,27278,,,+19197321900
4068010887,"TOWN HALL GRILL","410 MARKET ST","CHAPEL HILL",NC,27517,,,+19199608696
4068010890,"CITY KITCHEN/VILLAGE BURGER","201 S ESTES DRIVE","CHAPEL HILL",NC,27514,,,+19199288200
4068010891,"PANERA BREAD","213 W FRANKLIN ST","CHAPEL HILL",NC,27514,,,+19199299189
4068010893,"GREAT HARVEST BREAD COMPANY","229 SOUTH ELLIOTT ROAD","CHAPEL HILL",NC,27514,,,+19199047292
4068010896,"VENABLE ROTISSERIE BISTRO","200 N GREENSBORO ST UNIT A18","CARRBORO",NC,27510,,,+19199043161
4068010897,"BURGER KING #749","450 ELLIOTT ROAD","CHAPEL HILL",NC,27514,,,+19199294391
4068010899,"WENDYS 11358","CAROLINA UNION 3103 FPG UNC","CHAPEL HILL",NC,27599,,,+19199620200
4068010903,"TRU DELI LLC","114 HENDERSON ST","CHAPEL HILL",NC,27514,,,+19196563398
4068010904,"ELEMENTS","2110 ENVIRON WY","CHAPEL HILL",NC,27517,,,+19195378780
4068010906,"NAISMITH GRILL","500 FINLEY GOLF CRSE RD","CHAPEL HILL",NC,27517,,,+19199622349
4068010908,"PROVENCE","203 W WEAVER ST","CARRBORO",NC,27510,,,+19199675008
4068010911,"LUCHA TIGRE","746 MLK JR BLVD","CHAPEL HILL",NC,27514,,,+19199047326
4068010912,"TOBACCO ROAD SPORTS CAFE","1118 ENVIRON WY","CHAPEL HILL",NC,27517,,,+19195378404
4068010919,"HWY 55 BURGERS,SHAKES, AND FRIES","601 HAMPTON POINT","HILLSBOROUGH",NC,27278,,,+19197323734
4068010920,"MARKET STREET COFFEE HOUSE","227 SOUTH ELLIOTT ROAD","CHAPEL HILL",NC,27514,,,+19199688993
4068010921,"KIPOS GREEK TAVERNA","431 WEST FRANKLIN STREET","CHAPEL HILL",NC,27514,,,+19194254760
4068010922,"MELLOW MUSHROOM 156","310 WEST FRANKLIN STREET","CHAPEL HILL",NC,27516,,,+19199291941
4068010924,"RADIUS PIZZERIA AND PUB","112 N CHURTON ST","HILLSBOROUGH",NC,27278,,,+14159946721
4068010925,"HARRIS TEETER STARBUCKS 120","116 W BARBEE CHAPEL RD","CHAPEL HILL",NC,27517,,,+19199325020
4068010926,"THE OASIS AT CARR MILL","200 N GREENSBORO ST UNIT A6","CARRBORO",NC,27510,,,+18287738878
4068010929,"STEEL STRING BREWERY","106 S GREENSBORO ST UNIT A","CARRBORO",NC,27510,,,+19196180083
4068010930,"HARRIS TEETER STARBUCKS 117","2110 SOUTH ESTES DRIVE","CHAPEL HILL",NC,27514,,,+19199335700
4068010934,"WAFFLE HOUSE # 1986","127 E FRANKLIN ST","CHAPEL HILL",NC,27514,,,+19199606770
4068010935,"THE BAGEL BAR","630 WEAVER DAIRY ROAD STE 109","CHAPEL HILL",NC,27514,,,+19199297700
4068010939,"PITA GRILL","1129 WEAVER DAIRY ROAD","CHAPEL HILL",NC,27514,,,+19199722819
4068010940,"HAMPTON INN AND SUITES CARRBORO","370 E MAIN ST UNIT 100","CARRBORO",NC,27510,,,+19199696988
4068010942,"ALS BURGER SHACK","516 W FRANKLIN ST","CHAPEL HILL",NC,27516,,,+19199047659
4068010944,"MS MONG","163 E FRANKLIN ST","CHAPEL HILL",NC,27514,,,+19199335277
4068010945,"RASA","1826 MARTIN LUTHER KING BLVD","CHAPEL HILL",NC,27514,,,+19199292199
4068010947,"HICKORY TAVERN","300 E MAIN ST","CARRBORO",NC,27510,,,+19199427417
4068010949,"EL RESTAURANTE IXTAPA","162 EXCHANGE PARK LANE","HILLSBOROUGH",NC,27278,,,+19194288137
4068010954,"JERSEY MIKES #3139","1802 MARTIN LUTHER KING JR BLVD","CHAPEL HILL",NC,27514,,,+19199038946
4068010955,"SPICY NINE","140 W FRANKLIN ST","CHAPEL HILL",NC,27515,,,+19199039335
4068010956,"OLIO AND ACETO CAFE","400 S ELLIOTT ROAD","CHAPEL HILL",NC,27514,,,+19196362255
4068010958,"SUP DOGS","107 E FRANKLIN ST","CHAPEL HILL",NC,27514,,,+19199039566
4068010963,"JAYS CHICKEN SHACK","646 CHURTON STREET","HILLSBOROUGH",NC,27278,,,+19197323591
4068010964,"TIME OUT RESTAURANT","201 E FRANKLIN ST","CHAPEL HILL",NC,27514,,,+19192808527
4068010965,"THE LITTLE SCHOOL OF HILLSBOROUGH AT WATERSTONE","301 COLLEGE PARK ROAD","HILLSBOROUGH",NC,27278,,,+19196441818
4068010967,"HONG KONG BUFFET","1742 FORDHAM BLVD","CHAPEL HILL",NC,27514,,,+19199182068
4068010968,"ALOFT CHAPEL HILL RESTAURANT","1001 S HAMILTON RD","CHAPEL HILL",NC,27517,,,+19199327772
4068010969,"THE EGG AND I RESTAURANT","1101 ENVIRON WY","CHAPEL HILL",NC,27517,,,+19195378488
4068010970,"COLORADO BURRITO MEXICAN GRILL","116 DANIEL BOONE","HILLSBOROUGH",NC,27278,,,+19192453335
4068010971,"MARGARETS CANTINA","1129 WEAVER DAIRY ROAD SUITE I","CHAPEL HILL",NC,27514,,,+19199424745
4068010972,"SUSHI NIKKO","104 HWY 54 WEST BYP","CARRBORO",NC,27510,,,+19192693633
4068010974,"ESPERANZA AND SPIKE'S","370 E MAIN ST UNIT 180","CARRBORO",NC,27510,,,+19197448301
4068010975,"THE BISTRO","100 MARRIOTT WY","CHAPEL HILL",NC,27517,,,+19198830700
4068010976,"ROOTS BAKERY, BISTRO, AND BAR","161 E FRANKLIN ST","CHAPEL HILL",NC,27514,,,+19192407160
4068010979,"LA VITA DOLCE","610 MARKET ST","CHAPEL HILL",NC,27516,,,+19199681635
4068010980,"MONTERREY MEXICAN GRILL","104 WEST HWY 54 UNIT FF","CARRBORO",NC,27510,,,+19199039919
4068010981,"NEW AMERICAN","3121 NC HWY 86 NORTH","HILLSBOROUGH",NC,27278,,,+19192453046
4068010983,"VECINO BREWING COMPANY","300 E MAIN ST UNIT C","CARRBORO",NC,27510,,,+19196495101
4068010985,"BRENZ PIZZA COMPANY","3120 ENVIRON WY","CHAPEL HILL",NC,27517,,,+19196364636
4068010988,"SHANGHAI DUMPLING","143 E FRANKLIN ST","CHAPEL HILL",NC,27515,,,+19199146737
4068010992,"MAGONE ITALIAN GRILL AND PIZZA","1129 WEAVER DAIRY ROAD SUITE F","CHAPEL HILL",NC,27514,,,+19199047393
4068010993,"NORTHSIDE DISTRICT","403 W ROSEMARY ST","CHAPEL HILL",NC,27516,,,+19849994143
4068010994,"SAWASDEE THAI RESTAURANT","110 N COLUMBIA ST","CHAPEL HILL",NC,27514,,,+19199600440
4068010995,"ALPINE DELI AND CAFE","104 MANNING DR","CHAPEL HILL",NC,27599,,,+19192001573
4068010996,"SILVERSPOT CINEMA","201 S ESTES DRIVE SUITE 100","CHAPEL HILL",NC,27514,,,+19193579887
4068010998,"MOES SOUTHWEST GRILL","110 W FRANKLIN ST","CHAPEL HILL",NC,27606,,,+19199146217
4068010999,"RED PEPPERS","1704 EAST FRANKLIN STREET","CHAPEL HILL",NC,27514,,,+19199683488
4068011000,"IMBIBE","108 HENDERSON ST","CHAPEL HILL",NC,27514,,,+19193604282
4068011001,"MIDWAY COMMUNITY KITCHEN","505 W ROSEMARY ST","CHAPEL HILL",NC,27516,,,+19192405019
4068011003,"ZHANG HONG KONG","602 R JONES FERRY ROAD","CARRBORO",NC,27510,,,+19199420850
4068011004,"PIZZERIA MERCATO","408 W WEAVER ST","CARRBORO",NC,27510,,,+19199672277
4068011006,"RISE BISCUITS AND DONUTS","310 E MAIN ST UNIT 100","CARRBORO",NC,27510,,,+19199295115
4068011007,"TANDOOR INDIAN RESTAURANT","1301 EAST FRANKLIN STREET","CHAPEL HILL",NC,27514,,,+19199676622
4068011008,"BENNY CAPPELLAS","122 E FRANKLIN ST","CHAPEL HILL",NC,27514,,,+19192405286
4068011009,"JOES JOINT","161 1/2 E FRANKLIN ST","CHAPEL HILL",NC,27514,,,+12484958752
4068011010,"TANDEM RESTAURANT","200 N GREENSBORO ST UNIT A-1","CARRBORO",NC,27510,,,+19192407937
4068011012,"CHRONIC TACOS MEXICAN GRILL","504 MEADOWMONT VILLAGE CIR","CHAPEL HILL",NC,27517,,,+19195422755
4068011013,"PIZZA HUT 1401","1728 FORDHAM BLVD UNIT 121","CHAPEL HILL",NC,27517,,,+19199427713
4068011014,"WENDYS 6302","100 S GREENSBORO ST","CARRBORO",NC,27510,,,+19192427015
4068011015,"WENDYS 6308","100 SCARLET DR","CHAPEL HILL",NC,27517,,,+19198678624
4068011016,"SALADELIA AT MARSICO HALL","125 MASON FARM RD","CHAPEL HILL",NC,27599,,,+19199454358
4068011017,"CERRITOS MEXICAN FOOD","1502 EAST FRANK|IN ST","CHAPEL HILL",NC,27514,,,+19199296566
4068011018,"SOUTHERN SEASON","201 S. ESTES DRIVE","CHAPEL HILL",NC,27515,,,+13366752234
4068011019,"SPOTTED DOG RESTAURANT","101 E MAIN ST","CARRBORO",NC,27510,,,+19199331117
4068011020,"CROSSTIES BBQ","201 E MAIN ST UNIT C","CARRBORO",NC,27510,,,+19195931135
4068011021,"CUP A JOE","112 WEST KING STREET","HILLSBOROUGH",NC,27278,,,+19197322008
4068011023,"CUBAN REVOLUTION EXPRESS","401 W FRANKLIN ST","CHAPEL HILL",NC,27516,,,+19192405276
4068011024,"CHOLANAD RESTAURANT AND BAR","108 SONOMA WAY","CHAPEL HILL",NC,27516,,,+18002465262
4068011026,"PIZZA HUT 1405","115 OAKDALE DRIVE","HILLSBOROUGH",NC,27278,,,+19197328084
4068011027,"MIGHT AS WELL BAR AND GRILL","206 W FRANKLIN ST","CHAPEL HILL",NC,27517,,,+19842343333
4068011029,"TROLLY STOP HOT DOGS","104 W FRANKLIN ST","CHAPEL HILL",NC,27516,,,+19192404206
4068011031,"STONEY RIVER STEAKHOUSE AND GRILL","201 SOUTH ESTES DRIVE, SUITE 100-A","CHAPEL HILL",NC,27514,,,+19199146688
4068011032,"MEBANE STEAK HOUSE","401 EAST CENTER STREET","MEBANE",NC,27302,,,+13362609031
4068011033,"MELS COMMISSARY","109 W MAIN ST","CARRBORO",NC,27510,,,+19192606851
4068011034,"BSKIS THE WRAP REDEFINED","147 E FRANKLIN ST","CHAPEL HILL",NC,27514,,,+19199699727
4068011035,"ONE FISH TWO FISH","370 E MAIN ST","CARRBORO",NC,27510,,,+19192405532
4068011036,"GRK YEERO","169 E FRANKLIN ST","CHAPEL HILL",NC,27514,,,+19192407622
4068011038,"CHIPOTLE MEXICAN GRILL 3004","1490 FORDHAM RD UNIT 110","CHAPEL HILL",NC,27514,,,+19199299324
4068011039,"QUEEN OF PHO","1129 WEAVER DAIRY ROAD","CHAPEL HILL",NC,27514,,,+19199038280
4068011040,"HYATT PLACE CHAPEL HILL","1090 US HWY 15 501 S","CHAPEL HILL",NC,27517,,,+19199299511
4068011041,"CHOP'T CREATIVE SALAD","1490 FORDHAM BLVD. # D3","CHAPEL HILL",NC,27514,,,+19192407660
4068011042,"BOTTLE REV CHAPEL HILL","3130 ENVIRON WY","CHAPEL HILL",NC,27517,,,
4068011043,"JERSEY MIKES #3167","115 OAKDALE DRIVE, SUITE 5","HILLSBOROUGH",NC,27278,,,+19192969316
4068011044,"DUNKIN DONUTS","1509 EAST FRANKLIN STREET","CHAPEL HILL",NC,27516,,,+19195300053
4068011045,"BARTACO","201 SOUTH ESTES DRIVE UNIT E3","CHAPEL HILL",NC,27514,,,+19108078226
4068011046,"VILLAGE DINER","600 WEST KING STREET","HILLSBOROUGH",NC,27278,,,+19199040591
